id,start,end,content,title,group,misc
280,2014-05-31,,高速で前処理するNYSOL,TokyoR#39LT,,https://web.archive.org/web/20150925224212/https://atnd.org/events/50887
281,2014-06-14,,Rで学ぶデータマイニングⅠ 第16章,TokyoR#40,,https://web.archive.org/web/20150919082848/https://atnd.org/events/51779
282,2014-06-14,,ハイブリッド型樹木法,TokyoR#40,,https://web.archive.org/web/20150919082848/https://atnd.org/events/51779
283,2014-06-14,,動学的パネルデータ分析,TokyoR#40,,https://web.archive.org/web/20150919082848/https://atnd.org/events/51779
284,2014-06-14,,独立成分分析,TokyoR#40,,https://web.archive.org/web/20150919082848/https://atnd.org/events/51779
285,2014-06-14,,おとうさんでもできます,TokyoR#40LT,,https://web.archive.org/web/20150919082848/https://atnd.org/events/51779
286,2014-06-14,,RでExperience APIをいじる,TokyoR#40LT,,https://web.archive.org/web/20150919082848/https://atnd.org/events/51779
287,2014-06-14,,socceR！,TokyoR#40LT,,https://web.archive.org/web/20150919082848/https://atnd.org/events/51779
288,2014-07-12,,Rで学ぶデータマイニングⅠ 第17章,TokyoR#41,,https://web.archive.org/web/20150924233402/https://atnd.org/events/52749
289,2014-07-12,,Rパッケージ作成,TokyoR#41,,https://web.archive.org/web/20150924233402/https://atnd.org/events/52749
290,2014-07-12,,I/Oについて　~ミスマッチを減らせ！～,TokyoR#41,,https://web.archive.org/web/20150924233402/https://atnd.org/events/52749
291,2014-07-12,,サポートベクターマシン入門 〜オブジェクト自動識別システムの構築〜,TokyoR#41,,https://web.archive.org/web/20150924233402/https://atnd.org/events/52749
292,2014-07-12,,Yokohama.Rはじめますた,TokyoR#41LT,,https://web.archive.org/web/20150924233402/https://atnd.org/events/52749
293,2014-07-12,,久しぶりのISM,TokyoR#41LT,,https://web.archive.org/web/20150924233402/https://atnd.org/events/52749
294,2014-07-12,,UseR!2014@LA,TokyoR#41LT,,https://web.archive.org/web/20150924233402/https://atnd.org/events/52749
295,2014-08-30,,導入セッション 2 データの可視化（ggplot2）,TokyoR#42,,https://web.archive.org/web/20150925231315/https://atnd.org/events/54680
296,2014-08-30,,Rで学ぶデータマイニングⅠ 第18章,TokyoR#42,,https://web.archive.org/web/20150925231315/https://atnd.org/events/54680
297,2014-08-30,,はじめようテキスト自動要約,TokyoR#42,,https://web.archive.org/web/20150925231315/https://atnd.org/events/54680
298,2014-08-30,,パッケージ作成法（RStudio編）,TokyoR#42,,https://web.archive.org/web/20150925231315/https://atnd.org/events/54680
299,2014-08-30,,データハンドリング系の何か,TokyoR#42,,https://web.archive.org/web/20150925231315/https://atnd.org/events/54680
300,2014-08-30,,Rの影について,TokyoR#42LT,,https://web.archive.org/web/20150925231315/https://atnd.org/events/54680
301,2014-08-30,,Bokete Player の裏側,TokyoR#42LT,,https://web.archive.org/web/20150925231315/https://atnd.org/events/54680
302,2014-08-30,,データサイエンティスト必見！M-1グランプリ,TokyoR#42LT,,https://web.archive.org/web/20150925231315/https://atnd.org/events/54680
303,2014-11-01,,テキスト：セグメンテーション,TokyoR#44,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
304,2014-11-01,,シリーズ前処理2014 小綺麗なデータ作成,TokyoR#44,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
305,2014-11-01,,Jubatusつかってみたよ,TokyoR#44,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
306,2014-11-01,,シリーズ前処理2014 次元削減,TokyoR#44,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
307,2014-11-01,,RColorBrewerとcolorRampPalette()で地図描画,TokyoR#44LT,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
308,2014-11-01,,Rユーザーのためのmコマンド,TokyoR#44LT,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
309,2014-11-01,,ガチで理系な方に、その相関は間違ってます、と言われたマーケ女子の話,TokyoR#44LT,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
310,2014-11-01,,近況報告,TokyoR#44LT,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
311,2014-11-01,,この１年間を振り返って,TokyoR#44LT,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
312,2014-11-01,,これからのRとデータの話をしよう,TokyoR#44LT,,https://web.archive.org/web/20150925195344/https://atnd.org/events/57640
313,2015-01-17,,Rによる回帰分析,TokyoR#45,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
314,2015-01-17,,2015 Rコトハジメ,TokyoR#45,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
315,2015-01-17,,シリーズ前処理2015①,TokyoR#45,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
316,2015-01-17,,typedFunction ∼型情報で  Rをスピードアップ,TokyoR#45,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
317,2015-01-17,,カーネル多変量解析 第２章 カーネル多変量解析の仕組み,TokyoR#45,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
318,2015-01-17,,Jenkins によるレポートスクリプト管理,TokyoR#45LT,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
319,2015-01-17,,巨人の勝率を上げるbot作りました,TokyoR#45LT,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
320,2015-01-17,,Shiny で確率分布を学ぶアプリ作った,TokyoR#45LT,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
321,2015-01-17,,分析で好みの娘をぶっこぬく,TokyoR#45LT,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
322,2015-01-17,,「R for Cloud Computing」,TokyoR#45LT,,https://web.archive.org/web/20150918221501/https://atnd.org/events/60908
323,2015-02-21,,「使える大学・使えない大学」の事例から考えるアンケートの解析方法,TokyoR#46,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
324,2015-02-21,,Omitted variables in Logistic regression（仮）,TokyoR#47,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
325,2015-02-21,,htmlwidgetsでJavascriptの可視化をRに,TokyoR#48,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
326,2015-02-21,,cyREST入門～RとCytoscapeのAPI連携～,TokyoR#49,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
327,2015-02-21,,R6パッケージの紹介：機能と実装,TokyoR#50,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
328,2015-02-21,,ULT × 3,TokyoR#46LT,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
329,2015-02-21,,Japan.R補完計画,TokyoR#46LT,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
330,2015-02-21,,最強のハードディスクはどれだ？,TokyoR#46LT,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
331,2015-02-21,,俺とRとディリクレ分布,TokyoR#46LT,,https://web.archive.org/web/20150925224246/https://atnd.org/events/61553
332,2015-03-28,,初心者セッション 1：10分で分かるR言語入門,TokyoR#47,,https://web.archive.org/web/20160618004959/http://atnd.org/events/63990
333,2015-03-28,,初心者セッション2：続はじめてのR,TokyoR#47,,https://web.archive.org/web/20160618004959/http://atnd.org/events/63990
334,2015-03-28,,uplit modellingを使ったDM最適化,TokyoR#47,,https://web.archive.org/web/20160618004959/http://atnd.org/events/63990
335,2015-03-28,,形態素解析器 MeCab の新語・固有表現辞書 mecab-ipadic-neologd のご紹介とその応用例に関するデモ,TokyoR#47,,https://web.archive.org/web/20160618004959/http://atnd.org/events/63990
336,2015-06-20,,Rを極めて個人的な意思決定に活かす,TokyoR#48,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
337,2015-06-20,,プログラミング言語Roop,TokyoR#48,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
338,2015-06-20,,RユーザのためのSpark入門,TokyoR#48,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
339,2015-06-20,,R のモデルの扱い方,TokyoR#48,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
340,2015-06-20,,俺のオジーがそんなにアホなわけがない（仮）,TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
341,2015-06-20,,Github PagesでRPubsにサヨナラ！,TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
342,2015-06-20,,R HTMLでドキュメントを作るのは間違っているのだろうか,TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
343,2015-06-20,,1億5千万円欲しい (ロト6で遊ぶ),TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
344,2015-06-20,,R で簡単に並列処理が書ける pforeach パッケージ,TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
345,2015-06-20,,規約にまつわるエトセトラ,TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
346,2015-06-20,,『glmnet』の使い方,TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
347,2015-06-20,,代謝解析練習用データUpした,TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
348,2015-06-20,,Rによる特徴抽出,TokyoR#48LT,,https://web.archive.org/web/20150909233331/https://atnd.org/events/66469
349,2015-10-10,,初心者セッション 1：10分でわかるR言語入門,TokyoR#51,,https://web.archive.org/web/20180622165401/https://atnd.org/events/70522
350,2015-10-10,,初心者セッション3：インタラクティブな可視化,TokyoR#51,,https://web.archive.org/web/20180622165401/https://atnd.org/events/70522
351,2015-10-10,,イチローvs松井、どっちが凄いか調べてみた,TokyoR#51,,https://web.archive.org/web/20180622165401/https://atnd.org/events/70522
352,2015-10-10,,rstanで実装するマルコフスイッチング,TokyoR#51LT,,https://web.archive.org/web/20180622165401/https://atnd.org/events/70522
353,2016-04-30,,実務でもきっと役立つ統計的因果推論,TokyoR#53,,https://web.archive.org/web/20190329175329/https://atnd.org/events/76648
354,2016-04-30,,ハドリーさん、進捗どうですか？」（仮）,TokyoR#53,,https://web.archive.org/web/20190329175329/https://atnd.org/events/76648
355,2016-04-30,,『実験計画　or クロス表のベイズ分析』,TokyoR#53,,https://web.archive.org/web/20190329175329/https://atnd.org/events/76648
356,2016-04-30,,Rでやってみた金融テキストマイニング,TokyoR#53LT,,https://web.archive.org/web/20190329175329/https://atnd.org/events/76648
357,2016-04-30,,R Markdownのちょいネタ集,TokyoR#53LT,,https://web.archive.org/web/20190329175329/https://atnd.org/events/76648
358,2016-04-30,,mxnetで回帰,TokyoR#53LT,,https://web.archive.org/web/20190329175329/https://atnd.org/events/76648
359,2016-04-30,,dplyrとは何だったのか,TokyoR#53LT,,https://web.archive.org/web/20190329175329/https://atnd.org/events/76648
360,2016-04-30,,解約リストと分析と現場,TokyoR#53LT,,https://web.archive.org/web/20190329175329/https://atnd.org/events/76648
361,2016-06-19,,2016年上半期版データマエショリスト入門,TokyoR#54,,https://web.archive.org/web/20190329221536/https://atnd.org/events/77861
362,2016-06-19,,Datascience for me(仮),TokyoR#54,,https://web.archive.org/web/20190329221536/https://atnd.org/events/77861
363,2016-06-19,,Rで（当たらない）競馬予想をやってみた,TokyoR#54,,https://web.archive.org/web/20190329221536/https://atnd.org/events/77861
364,2016-07-30,,初心者セッション2：GUIでらくらくRデータ解析,TokyoR#55,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
365,2016-07-30,,可視化周辺の進化がヤヴァイ 2016 〜Plotlyを中心として〜,TokyoR#55,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
366,2016-07-30,,実行環境について,TokyoR#55,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
367,2016-07-30,,RStudioでRnotebook機能を使ってみる,TokyoR#55LT,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
368,2016-07-30,,randomForestで感度分析,TokyoR#55LT,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
369,2016-07-30,,RMeCabと正規表現,TokyoR#55LT,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
370,2016-07-30,,ドラえもんでわかる統計的因果推論,TokyoR#55LT,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
371,2016-07-30,,SVMで欧州サッカーリーグの試合結果予測,TokyoR#55LT,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
372,2016-07-30,,日てれ サル語講座1,TokyoR#55LT,,https://web.archive.org/web/20190329222741/https://atnd.org/events/79586
373,2016-08-20,,あまぁ〜い Rcpp 生活,TokyoR#56,,https://web.archive.org/web/20190329162941/https://atnd.org/events/80416
374,2016-08-20,,installrパッケージで簡単R環境構築,TokyoR#56,,https://web.archive.org/web/20190329162941/https://atnd.org/events/80416
375,2016-08-20,,甘さを抑えたRcpp,TokyoR#56LT,,https://web.archive.org/web/20190329162941/https://atnd.org/events/80416
376,2016-08-20,,Rcppが支えるパッケージ,TokyoR#56LT,,https://web.archive.org/web/20190329162941/https://atnd.org/events/80416
377,2016-08-20,,匿名バイナリ配布集団rwinlibについて,TokyoR#56LT,,https://web.archive.org/web/20190329162941/https://atnd.org/events/80416
378,2016-09-24,,RとStanでクラウドセットアップ時間を分析してみたら,TokyoR#57,,https://web.archive.org/web/20190329190958/https://atnd.org/events/81471
379,2017-01-21,,因果推論と個人情報と欠測補完のお話,TokyoR#58,,https://web.archive.org/web/20190329213015/https://atnd.org/events/84839
380,2017-01-21,,マイニングのデータをマイニングしてみた,TokyoR#58,,https://web.archive.org/web/20190329213015/https://atnd.org/events/84839
381,2017-01-21,,野良ビッグデータへの誘い,TokyoR#58,,https://web.archive.org/web/20190329213015/https://atnd.org/events/84839
382,2017-01-21,,高次元データにおけるun-biased Average Treatment Effects の推定,TokyoR#58,,https://web.archive.org/web/20190329213015/https://atnd.org/events/84839
383,2017-01-21,,Finding Alternate Features in Lassos with R,TokyoR#58LT,,https://web.archive.org/web/20190329213015/https://atnd.org/events/84839
384,2017-01-21,,RとGeoJsonを用いた地理的分析の可視化,TokyoR#58LT,,https://web.archive.org/web/20190329213015/https://atnd.org/events/84839
385,2017-01-21,,ソフトウェアジャパンの紹介,TokyoR#58LT,,https://web.archive.org/web/20190329213015/https://atnd.org/events/84839
386,2017-01-21,,どきどき de R,TokyoR#58LT,,https://web.archive.org/web/20190329213015/https://atnd.org/events/84839
387,2017-03-18,,ウェブAPIのためのRパッケージ作成の勘所（仮）,TokyoR#59,,https://web.archive.org/web/20190329211233/https://atnd.org/events/86528
388,2017-03-18,,mlrパッケージによる機械学習実践入門,TokyoR#59LT,,https://web.archive.org/web/20190329211233/https://atnd.org/events/86528
389,2017-03-18,,factorと和解せよ,TokyoR#59LT,,https://web.archive.org/web/20190329211233/https://atnd.org/events/86528
390,2017-03-18,,fukuoka.R#07のお知らせと福岡在住2ヶ月のdoradora09が感じた福岡の分析事情,TokyoR#59LT,,https://web.archive.org/web/20190329211233/https://atnd.org/events/86528
391,2017-03-18,,パッケージ作った（仮）,TokyoR#59LT,,https://web.archive.org/web/20190329211233/https://atnd.org/events/86528
392,2017-03-18,,５分でできる範囲で確率分布入門のための確率入門,TokyoR#59LT,,https://web.archive.org/web/20190329211233/https://atnd.org/events/86528
393,2017-03-18,,メタアナリシスの階層ベイズモデル,TokyoR#59LT,,https://web.archive.org/web/20190329211233/https://atnd.org/events/86528
394,2017-04-22,,dplyr再入門,TokyoR#60,,https://web.archive.org/web/20190329164815/https://atnd.org/events/87238
395,2017-04-22,,Rでendogenous stratification,TokyoR#60,,https://web.archive.org/web/20190329164815/https://atnd.org/events/87238
396,2017-04-22,,ガンマ分布の最尤推定法について,TokyoR#60,,https://web.archive.org/web/20190329164815/https://atnd.org/events/87238
397,2017-04-22,,クラスター分析におけるクラスタ数の決め方,TokyoR#60LT,,https://web.archive.org/web/20190329164815/https://atnd.org/events/87238
398,2017-04-22,,rPrefパッケージでパレート非優越ソートとデータ抽出,TokyoR#60LT,,https://web.archive.org/web/20190329164815/https://atnd.org/events/87238
399,2017-04-22,,男心をくすぐる女の戦略.R,TokyoR#60LT,,https://web.archive.org/web/20190329164815/https://atnd.org/events/87238
400,2017-04-22,,DockerでMeCabの環境構築,TokyoR#60LT,,https://web.archive.org/web/20190329164815/https://atnd.org/events/87238
401,2017-05-20,,Rでダッシュボード開発,TokyoR#61,,https://web.archive.org/web/20190329190955/https://atnd.org/events/87878
402,2017-05-20,,RMarkdownの内部とテンプレート開発について,TokyoR#61,,https://web.archive.org/web/20190329190955/https://atnd.org/events/87878
403,2017-05-20,,RとApache OpenNLPではじめる自然言語処理,TokyoR#61LT,,https://web.archive.org/web/20190329190955/https://atnd.org/events/87878
404,2017-05-20,,サバイバル分析によるユーザーのリテンション分析,TokyoR#61LT,,https://web.archive.org/web/20190329190955/https://atnd.org/events/87878
405,2017-05-20,,AJAXサイトの情報をWebスクレイピング,TokyoR#61LT,,https://web.archive.org/web/20190329190955/https://atnd.org/events/87878
406,2017-06-24,,R言語とデータマイニング基礎,TokyoR#62,,https://web.archive.org/web/20190329202713/https://atnd.org/events/88767
407,2017-06-24,,整然データってなに？,TokyoR#62,,https://web.archive.org/web/20190329202713/https://atnd.org/events/88767
408,2017-06-24,,mxnetで系列パターンマイニング,TokyoR#62,,https://web.archive.org/web/20190329202713/https://atnd.org/events/88767
409,2017-06-24,,doAzureParallelでお手軽クラウド並列処理,TokyoR#62,,https://web.archive.org/web/20190329202713/https://atnd.org/events/88767
410,2017-06-24,,Amazonで自分の名前を検索したらヒットするようになった話,TokyoR#62LT,,https://web.archive.org/web/20190329202713/https://atnd.org/events/88767
411,2017-06-24,,自分マイニングをしよう,TokyoR#62LT,,https://web.archive.org/web/20190329202713/https://atnd.org/events/88767
412,2017-06-24,,webshotパッケージでWebをキャプチャ,TokyoR#62LT,,https://web.archive.org/web/20190329202713/https://atnd.org/events/88767
413,2017-06-24,,word prediction,TokyoR#62LT,,https://web.archive.org/web/20190329202713/https://atnd.org/events/88767
414,2017-07-22,,R言語とデータマイニング基礎,TokyoR#63,,https://web.archive.org/web/20190329224341/https://atnd.org/events/89482
415,2017-07-22,,Prophet入門 Facebookの予測システム【R編】,TokyoR#63,,https://web.archive.org/web/20190329224341/https://atnd.org/events/89482
416,2017-07-22,,Rを用いたLife Time Valueの推定,TokyoR#63,,https://web.archive.org/web/20190329224341/https://atnd.org/events/89482
417,2017-07-22,,これからはじめるShiny」（仮）,TokyoR#63,,https://web.archive.org/web/20190329224341/https://atnd.org/events/89482
418,2017-07-22,,Rによるword2vec,TokyoR#63LT,,https://web.archive.org/web/20190329224341/https://atnd.org/events/89482
419,2017-07-22,,気温が高い＝暑い？,TokyoR#63LT,,https://web.archive.org/web/20190329224341/https://atnd.org/events/89482
420,2017-07-22,,新卒採用を、まっとうに。　ーグループディスカッション評価の適正化ー,TokyoR#63LT,,https://web.archive.org/web/20190329224341/https://atnd.org/events/89482
421,2017-08-26,,R言語とデータマイニング基礎,TokyoR#64,,https://web.archive.org/web/20190329222616/https://atnd.org/events/89814
422,2017-08-26,,空間統計を使って地価分布図を描いてみる,TokyoR#64,,https://web.archive.org/web/20190329222616/https://atnd.org/events/89814
423,2017-08-26,,Rによる日本語テキスト前処理(形態素解析を中心に),TokyoR#64,,https://web.archive.org/web/20190329222616/https://atnd.org/events/89814
424,2017-08-26,,Rからmidiファイルを読んでplotしてみたお話,TokyoR#64LT,,https://web.archive.org/web/20190329222616/https://atnd.org/events/89814
425,2017-08-26,,R markdownで図表番号の自動付与と参照,TokyoR#64LT,,https://web.archive.org/web/20190329222616/https://atnd.org/events/89814
426,2017-08-26,,コンテナで暮らそう,TokyoR#64LT,,https://web.archive.org/web/20190329222616/https://atnd.org/events/89814
427,2017-08-26,,Fukuoka.R,TokyoR#64LT,,https://web.archive.org/web/20190329222616/https://atnd.org/events/89814
428,2017-08-26,,KaggleのKernelsで学ぶデータのレポーティング技術,TokyoR#64LT,,https://web.archive.org/web/20190329222616/https://atnd.org/events/89814
429,2017-09-23,,R言語とデータマイニング基礎,TokyoR#65,,https://web.archive.org/web/20190330001851/https://atnd.org/events/90837
430,2017-12-16,,彼女に振られないための変化検知入門,TokyoR#66,,https://web.archive.org/web/20190330015211/https://atnd.org/events/92993
431,2017-12-16,,flexdashboard本格入門,TokyoR#66,,https://web.archive.org/web/20190330015211/https://atnd.org/events/92993
432,2017-12-16,,そろそろ手をだすpurrr,TokyoR#66,,https://web.archive.org/web/20190330015211/https://atnd.org/events/92993
433,2017-12-16,,Rtweetで妊婦ユーザーを探して、妊婦DBを作ろう,TokyoR#66LT,,https://web.archive.org/web/20190330015211/https://atnd.org/events/92993
434,2017-12-16,,treemapでナイスビジュアライズ！,TokyoR#66LT,,https://web.archive.org/web/20190330015211/https://atnd.org/events/92993
435,2018-01-20,,キカイガクシューの解釈可能性について,TokyoR#67,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
436,2018-01-20,,RからGoogleCloudVisionを使う,TokyoR#67,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
437,2018-01-20,,Rのメタプログラミング入門,TokyoR#67,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
438,2018-01-20,,feature tweaking の紹介（仮）,TokyoR#67LT,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
439,2018-01-20,,ランダムフォレストを使ったEDA・探索的分析,TokyoR#67LT,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
440,2018-01-20,,vcdその3,TokyoR#67LT,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
441,2018-01-20,,R MarkdownでPythonを書く,TokyoR#67LT,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
442,2018-01-20,,Apache Arrowから取り残されるR,TokyoR#67LT,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
443,2018-01-20,,佐渡島を見積もる,TokyoR#67LT,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
444,2018-01-20,,R Shiny 100本ノックの進捗,TokyoR#67LT,,https://web.archive.org/web/20180202224708/https://atnd.org/events/93829
